279	42.967396	-88.264	Waukesha, WI	USA
278	37.04423	-88.59046	Paducah, KY	USA
277	30.53978	-90.07953	Covington La	USA
276	42.32476	-88.452484	IL - Free USA S/H/I on 4 or More Hinged Boxes	USA
281	34.21565	-91.98841	arkansas	USA
280	41.901848	-75.10493	LONG ISLAND	USA
256	\N	\N	MOTOR CITY	USA
257	\N	\N	The Great Pacific Northwest	USA
263	43.06956	-89.42386	Madison, WI	USA
261	38.279797	-85.03498	KENTUCKY	USA
264	\N	\N	Neverland Comics / Roseburg Oregon	USA
270	44.179504	-88.07449	Brillion, WI	USA
271	39.73875	-104.40835	Denver, CO	USA
268	28.859764	-81.90184	ft lauderdale fl	USA
305	33.786594	-118.29866	CENTRAL VALLEY	USA
304	28.306726	-80.68616	ORLANDO, FL	USA
307	33.944714	-118.35691	CA, USA	USA
309	41.832798	-72.72642	CT.	USA
308	\N	\N	toronto ontario	USA
310	40.78605	-99.7424	Lexington, NE	USA
317	40.803	-74.18895	NJ	USA
319	47.317802	-122.01479	Washington State	USA
290	\N	\N	Ridgefield,CT.06877	USA
293	\N	\N	Montreal	Canada
294	41.901848	-75.10493	Long Island	USA
296	42.31692	-84.03445	West Michigan	USA
297	\N	\N	Beautiful Bluegrass Music State!	USA
298	40.619305	-89.22353	Cook County, IL	USA
299	\N	\N	North Dakota	USA
300	\N	\N	TupperUSA	USA
301	\N	\N	PAY PAL ACCEPTED	USA
302	41.789078	-88.08536	LIsle, IL	USA
303	32.751575	-117.19185	san diego, ca	USA
340	30.420147	-84.23331	Tallahassee, FL	USA
339	43.442215	-89.24134	Rio, Home of Undun Wind ~ Dun QH Stallion, WI	USA
338	\N	\N	Outer Banks	USA
337	41.334743	-96.94965	Nebraska	USA
336	43.459854	-116.24398	Boise, ID	USA
351	\N	\N	The Garden Spot of the World -- Brooklyn USA!	USA
324	\N	\N	Merry Christmas and Happy New Year	USA
322	42.307667	-89.34453	Pecatonica, IL	USA
323	40.420017	-79.939476	Pittsburgh - Home of Steelers !	USA
321	\N	\N	Painesvile	USA
335	40.57983	-75.57989	Allentown, PA	USA
373	42.977016	-73.16602	Shaftsbury, Vermont	USA
375	41.811928	-87.68732	Chicago IL	USA
374	33.27654	-112.18717	Phoenix	USA
381	29.644306	-81.668594	Palatka, Florida	USA
380	\N	\N	ALFRED, MAINE 04002	USA
382	25.558428	-80.45817	Miami, FL	USA
377	39.79253	-80.48584	Pennsylvania	USA
376	\N	\N	GTA,ONTARIO	Canada
379	\N	\N	Pacific Northwest	USA
356	28.067043	-82.77843	Pace, Florida	USA
357	42.768414	-78.88709	Buffalo, NY	USA
358	39.085308	-77.645226	Sterling, Virginia	USA
352	\N	\N	White Mountains Region New Hampshire	USA
353	40.879047	-74.29378	NJ	USA
354	47.133606	-119.28455	MOSES LAKE, WASHINGTON	USA
355	44.831413	-93.46031	Eden Prairie, MN	USA
364	\N	\N	United We Stand, God Bless!	USA
365	42.70309	-74.91413	Cooperstown, NY	USA
366	35.756092	-79.17848	Pittsboro, North Carolina	USA
360	37.823296	-94.73389	Fort Scott, KS	USA
362	30.421425	-81.95741	Florida	USA
411	42.833035	-82.50425	St. Clair, MI.	USA
409	39.284706	-76.62049	Baltimore, MD	USA
402	\N	\N	Southwestern NY	USA
400	37.189396	-121.70533	Santa Clara, CA	USA
401	41.370644	-88.40749	morris, il	USA
407	\N	\N	Beantown	USA
404	36.392136	-79.773094	REIDSVILLE, N C	USA
405	40.9128	-74.41516	NJ	USA
399	40.679844	-73.98641	New York State	USA
398	30.382544	-89.36958	Diamondhead, MS	USA
440	44.53732	-74.92847	COLTON	USA
442	39.035038	-94.35673	Kansas City, MO	USA
444	41.507565	-94.64805	Iowa	USA
445	\N	\N	BETSY'S COLLECTIONS DONEGAL PA	USA
446	34.22942	-119.17882	Oxnard, Ca.	USA
447	38.588303	-88.03692	ParkForest, IL.	USA
433	40.79185	-74.24524	New Jersey	USA
435	40.820644	-96.69284	LINCOLN, NEBRASKA	USA
436	28.099485	-82.69532	Palm Harbor, Florida	USA
437	38.920166	-77.22904	McLean, VA	USA
438	40.168205	-111.59577	Stan Sanders Bottle Museum-So.Salt Lake,Ut.	USA
425	\N	\N	Fabrics by the Yard! Worldwide Bids Welcome!	USA
424	40.04285	-80.18827	PA	USA
427	40.849	-74.27917	New Jersey	USA
431	33.960354	-84.03786	Georgia	USA
430	41.352497	-72.10338	New London, CT	USA
423	33.54462	-86.92921	Birmingham, Alabama	USA
422	39.915264	-75.06401	Collingswood, NJ	USA
478	34.062176	-84.24042	Alpharetta, GA	USA
479	41.241257	-76.37738	Berks County, PA	USA
476	41.47288	-81.52209	BEACHWOOD, OH	USA
477	39.77949	-86.132835	Indianapolis. IN	USA
468	43.01741	-87.569664	Milwaukee	USA
466	42.64243	-83.47193	White Lake, MI	USA
467	35.53835	-75.47473	Sandhills, NC	USA
463	\N	\N	Ontario	Canada
462	43.11595	-73.31852	SI, NY	USA
461	40.16173	-85.71966	Indiana	USA
459	41.48306	-91.56899	Riverside,Iowa	USA
458	\N	\N	South Yorkshire	United Kingdom
456	33.786594	-118.29866	CA, USA	USA
455	33.092846	-96.62447	Texas	USA
454	38.267467	-122.6581	Petaluma, Calif.	USA
453	40.693375	-75.47115	Bethlehem, PA	USA
452	\N	\N	Base of the Berkshires	USA
451	35.495895	-85.01032	dayton ohio home of hangar 13	USA
450	39.74226	-94.51483	STLOUIS,MISSOURI	USA
448	40.582504	-74.22997	NJ	USA
508	42.573162	-88.54021	Williams Bay, Wisconsin	USA
509	41.140648	-73.28791	Southwest, CT.	USA
510	39.897285	-77.52006	Fayetteville, Pa.	USA
511	42.953915	-74.37883	fonda,ny	USA
507	30.567684	-81.84051	florida	USA
501	\N	\N	Tarheel State NC	USA
502	38.6531	-90.24346	St. Louis, Missouri	USA
503	43.001762	-71.15487	NH	USA
496	43.108242	-88.48935	Oconomowoc, WI	USA
497	\N	\N	S.Fl	USA
493	41.47502	-96.34446	NEBRASKA	USA
492	34.088806	-118.40612	California	USA
495	33.27654	-112.18717	Phoenix, AZ	USA
489	39.282867	-94.409	Liberty, MO	USA
488	\N	\N	Lawton--Ft. Sill	USA
491	39.994797	-76.36018	Millersville, PA	USA
490	30.36434	-81.59087	Jacksonville, Fl	USA
485	39.062912	-88.73912	ALTAMONT, IL	USA
484	39.04294	-95.76965	Topeka, Kansas	USA
487	\N	\N	Canada	Canada
486	33.89125	-84.07456	Atlanta, GA	USA
480	\N	\N	western ma	USA
551	43.075066	-76.17411	SYRACUSE,NY	USA
548	42.68934	-90.68226	WISC	USA
549	40.855854	-74.22898	new jersey	USA
546	\N	\N	Offices in Spain & the UK - We Ship Worldwide	Spain
547	37.78483	-122.7278	San Francisco, California	USA
559	33.00542	-96.89773	East Texas	USA
556	41.128704	-81.53999	Akron, Ohio	USA
557	45.566734	-93.24381	Cambridge, Minnesota	USA
555	43.214645	-82.98356	Brownstown, Michigan	USA
552	38.42727	-90.38515	Missouri	USA
567	38.83489	-111.943	SLC, UT	USA
565	30.193758	-83.29266	Florida	USA
563	\N	\N	Bloomsburg	USA
562	40.82154	-73.98949	New Jersey	USA
561	39.285206	-80.385345	Clarksburg, WV	USA
574	33.27654	-112.18717	Mesa, Arizona	USA
572	30.108128	-82.72529	SUNNY FLORIDA	USA
571	42.886486	-71.30019	Derry, NH	USA
570	32.751575	-117.19185	San Diego, California	USA
568	38.833565	-76.87775	Upper Marlboro, MD	USA
517	44.775105	-90.62639	Greenwood, WI	USA
518	\N	\N	Southwest Iowa	USA
519	\N	\N	Iron Range	USA
512	32.960373	-96.89163	TEXAS	USA
513	26.24505	-97.74157	Combine, Texas	USA
514	29.437532	-98.46158	San Antonio TX	USA
520	\N	\N	DOOMSDAY SQUADRON	USA
521	\N	\N	Edmonton, Alberta	Canada
610	\N	\N	sunrise	USA
611	41.811928	-87.68732	chicago	USA
608	\N	\N	my busy home in the country	USA
609	40.280533	-74.71202	Trenton, NJ	USA
612	41.28994	-73.76493	NY NY	USA
613	45.515182	-123.05089	Cornelius Oregon	USA
618	34.11918	-84.30292	Georgia	USA
619	41.811928	-87.68732	Chicago, Illinois	USA
616	\N	\N	usa	USA
617	\N	\N	Northwest Montana	USA
622	40.091576	-82.61225	OHIO	USA
623	34.06601	-118.38271	SO CAL	USA
621	42.518635	-83.16357	Royal Oak, MI	USA
627	41.811928	-87.68732	Chicago	USA
626	33.106583	-96.69402	Allen, Texas	USA
625	44.82539	-93.06893	Inver Grove Hgts MN	USA
630	\N	\N	NW Arkansas	USA
629	39.59899	-74.36573	Turnersville, NJ	USA
628	34.06086	-118.40191	SO CAL	USA
633	41.685745	-81.6728	Cleveland Ohio	USA
632	\N	\N	British Columbia (I accept PayPal)	Canada
579	43.01741	-87.569664	Milwaukee, WI	USA
580	\N	\N	SLIME'S WORLD	USA
584	40.540398	-75.41501	Center Valley, PA	USA
585	38.54486	-122.80785	Wine Country, CA	USA
588	41.390625	-72.90076	HAMDEN, CT	USA
591	48.09313	-122.21614	MARYSVILLE, WASHINGTON	USA
592	40.451664	-79.67948	Murrysville, PA.	USA
601	36.843075	-76.154884	Virginia Beach, Virginia	USA
605	\N	\N	Home of the Corvette	USA
604	30.15523	-82.62165	FLORIDA	USA
607	40.420017	-79.939476	PITTSBURGH	USA
685	46.934597	-97.22972	FARGO, ND.	USA
683	\N	\N	TITAN COUNTRY	USA
682	40.8687	-74.17102	NJ	USA
680	41.811928	-87.68732	Chicago, IL	USA
679	\N	\N	HAPPY HOLIDAYS-CHECK MY OTHER AUCTIONS !!	USA
677	39.75047	-84.26859	Dayton, OH	USA
676	\N	\N	The Lone Star State	USA
675	\N	\N	NO HANDLING CHARGES - SAVE ON SHIPPING	USA
674	36.236828	-80.07495	North Carolina	USA
673	33.786594	-118.29866	SO CAL	USA
672	40.679844	-73.98641	New York	USA
702	41.107803	-84.39098	Oakwood, OH	USA
703	42.935875	-105.37303	Douglas, WY	USA
698	42.239933	-83.150826	Detroit Michigan USA	USA
699	\N	\N	HAPPY HOLIDAY'S WILL COMBINE SHIPPING !!!!!!!	USA
696	39.972984	-76.68783	York, PA Where Comics Come to Life	USA
697	41.87964	-72.73427	CT	USA
694	\N	\N	OZARK MOUNTAINS	USA
695	47.64767	-122.39758	Seattle	USA
693	\N	\N	SPOKANE VALLEY	USA
690	\N	\N	Amish Country PA	USA
691	36.182976	-80.33866	North Carolina	USA
652	32.3173	-89.14483	Newton, Mississippi-Looking for Santa	USA
654	29.987528	-90.0795	New Orleans	USA
649	30.31536	-97.66329	Austin, TX	USA
648	40.847923	-74.1579	New Jersey	USA
651	39.73875	-104.40835	Denver	USA
650	\N	\N	Old~Fashioned Country Service	USA
645	36.1161	-93.68605	Huntsville, Ar.	USA
647	40.8797	-74.14263	New Jersey	USA
646	\N	\N	east coast	USA
670	44.920815	-123.33432	Dallas Or,.	USA
666	35.201736	-89.971535	Memphis, TN	USA
667	34.356247	-119.146225	VENTURA, CALIF.	USA
657	42.13928	-102.84937	ALLIANCE, NEBRASKA	USA
659	39.972347	-76.28733	Western PA	USA
746	36.0271	-80.39312	North Carolina	USA
751	39.522015	-105.223946	COLORADO	USA
750	33.60638	-86.50249	Alabama	USA
749	34.080036	-84.21929	Central Georgia	USA
748	40.484486	-78.702225	Johnstown, Pa.	USA
739	\N	\N	Check out my other auctions!!	USA
738	41.00319	-96.24529	South Bend, Nebraska	USA
737	\N	\N	dorset	United Kingdom
736	39.36532	-94.3578	Kearney, MO	USA
740	33.54462	-86.92921	Birmingham, AL	USA
760	40.29899	-76.84719	Harrisburg,Pa	USA
761	39.16676	-84.53822	CINCINNATI - ORIGINAL HOME OF RAIN MAN!	USA
764	41.954098	-71.46205	Rhode Island	USA
765	40.784454	-76.56417	Shamokin, PA	USA
754	24.859833	-168.02182	Honolulu	USA
755	32.071766	-110.85911	TUCSON, ARIZONA	USA
752	47.43225	-121.80339	Bothell WA	USA
758	\N	\N	N W PA	USA
757	\N	\N	MOODY	USA
719	27.055014	-82.3973	Venice, Fl.	USA
718	41.530132	-71.284065	Rhode Island THE OCEAN STATE	USA
705	\N	\N	** MY HOUSE **	USA
707	36.218384	-80.70955	North Carolina	USA
706	40.83405	-74.13669	nj	USA
708	\N	\N	Shandon Village	USA
711	33.786594	-118.29866	Burbank, CA	USA
728	41.011326	-73.84152	NY Finger Lakes	USA
730	41.386585	-73.0792	Seymour, Ct	USA
731	38.50955	-76.98165	Maryland	USA
735	31.746572	-102.56699	Odessa, TX	USA
720	\N	\N	CH-CH-CHICAGO	USA
726	40.420017	-79.939476	Pittsburgh, PA	USA
727	30.252531	-85.94239	Sunrise, FL	USA
820	41.45619	-71.86813	North Stonington, CT	USA
817	44.06473	-92.44427	Rochester,MN	USA
816	46.980476	-100.520065	Bismarck, ND	USA
829	35.401474	-101.89509	Amarillo, TX	USA
827	\N	\N	Bag End	USA
805	40.17449	-86.01736	Indiana	USA
806	32.751575	-117.19185	SUNNY SAN DIEGO	USA
807	40.264217	-80.44199	Central PA	USA
801	\N	\N	Yadkinville,NC.27055	USA
803	40.175465	-87.6124	Danville	USA
808	39.17332	-123.55081	Near Disneyland, Ca.	USA
809	41.811928	-87.68732	Chicago, IL (No Pick-ups)	USA
810	41.83973	-72.81974	West Hartford, CT	USA
791	34.062176	-84.24042	Alpharetta	USA
787	45.75167	-87.08951	ESCANABA, MI	USA
786	27.871964	-82.43884	Tampa, Florida	USA
784	\N	\N	Phantomas Lives!	USA
798	48.22642	-101.27439	ND	USA
797	39.16676	-84.53822	Cincinnati OH	USA
796	38.80136	-75.42595	Ellendale	USA
795	\N	\N	God Bless the USA Texas	USA
794	43.467316	-83.97547	Saginaw, Michigan	USA
793	\N	\N	NW PA	USA
792	43.286022	-77.684265	Rochester	USA
774	\N	\N	HOME OF THE HEROES	USA
775	41.01143	-74.304794	NEW JERSEY	USA
773	42.667152	-72.32729	Water Row, MA	USA
768	45.418324	-92.02914	Almena Wisconsin	USA
769	33.890568	-118.23666	Southern California	USA
782	29.02273	-81.17217	DAYTONA BCH FL	USA
778	33.672974	-111.88928	Scottsdale, Arizona	USA
779	40.656303	-74.30371	New Jersey	USA
776	\N	\N	Westchester County	USA
777	38.530922	-92.249344	Jefferson City, MO	USA
887	36.046677	-79.38963	BURLINGTON, NC	USA
889	\N	\N	Waterloo, Ontario	Canada
874	42.204494	-84.94992	Marshall, MI	USA
875	\N	\N	Table Rock Lake	USA
851	43.89387	-96.1285	Edgerton, Minnesota	USA
850	30.105553	-81.76897	SUNNY FLORIDA	USA
848	\N	\N	Heart Of The Midwest	USA
854	33.672974	-111.88928	Scottsdale, AZ	USA
853	\N	\N	ebay powerseller!	USA
852	\N	\N	Beautiful Island of Oahu	USA
857	41.43007	-71.78101	Rhode Island	USA
834	33.786594	-118.29866	TORRANCE	USA
832	41.871765	-71.55852	Providence, RI	USA
838	\N	\N	Southbury CT	USA
839	40.29899	-76.84719	Harrisburg, PA	USA
836	45.831768	-93.44162	Ogilvie,MN	USA
842	\N	\N	LAS VEGAS, NEVADA 89145	USA
843	34.75192	-92.39249	Little Rock, AR	USA
841	38.98915	-93.95373	Odessa, Mo.	USA
847	\N	\N	VALLEY OF THE SUN	USA
844	30.264233	-93.32653	Lake Charles, LA	USA
956	43.239273	-75.47796	Utica, N.Y.	USA
958	\N	\N	God bless the USA!	USA
959	38.6531	-90.24346	St. Louis, MO	USA
955	\N	\N	Bottle Country - Southeast Pennsylvania	USA
945	\N	\N	Hamilton, Ontario	Canada
943	41.61263	-94.03587	Iowa	USA
936	\N	\N	South Jersey 08071	USA
938	\N	\N	Rock and Roll City	USA
933	43.29016	-70.84559	Maine	USA
932	40.211166	-86.02304	Indiana	USA
935	28.306726	-80.68616	Orlando	USA
925	40.820644	-96.69284	near Lincoln, Nebraska "Home of the Huskers"	USA
922	33.792686	-117.79975	ORANGE COUNTY	USA
920	\N	\N	Grosse Pointe	USA
921	40.065384	-80.02313	Pa	USA
917	37.643658	-83.67763	Land of OZ	USA
914	\N	\N	Providence	USA
915	42.2535	-83.83657	Ann Arbor	USA
912	\N	\N	rural southwest Indiana	USA
913	33.840965	-118.07775	Lakewood, California	USA
911	40.294243	-74.34213	Englishtown, New Jersey	USA
910	35.6495	-94.15357	MTN. HOME, ARKANSAS	USA
909	\N	\N	BUY IT NOW AND STOP THE MADNESS!!	USA
908	42.768414	-78.88709	buffalo n.y.	USA
907	30.243832	-85.916985	Panama City, FL	USA
906	\N	\N	Northeast	USA
905	40.11314	-88.36125	Champaign, IL	USA
904	30.31536	-97.66329	Austin Texas	USA
903	37.571583	-122.0509	Northern California	USA
971	43.135433	-70.79348	Maine	USA
969	32.8584	-97.17681	Hurst, TX	USA
968	40.722893	-81.54071	NE Ohio	USA
961	\N	\N	Basket Town	USA
966	43.21625	-70.62856	MAINE	USA
964	42.46976	-75.05192	Oneonta, NY	USA
